"product_name","countries_en","additives_n","pnns_groups_2","energy_100g","fat_100g","saturated.fat_100g","carbohydrates_100g","proteins_100g","sodium_100g","nutrition.score.fr_100g","nutrition.score.uk_100g"
"Break Up Crêpes chocolat & almond chunks","France",2,"Biscuits and cakes",2024,25,5.9,57,7.1,0.295275590551181,23,23
"Val de Lou","France",0,"Cheese",1402,33,20,2.3,8.6,0.47244094488189,14,19
"Val de Lou Noisettes grillées","France",0,"Cheese",1402,33,20,2.3,8.6,0.47244094488189,14,19
"L'Edel de Cléron aux truffes","France",0,"Cheese",1440,31,18,1,17,0.708661417322835,16,21
"Morbier","France",1,"Cheese",1499,29,18,1.7,23,0.590551181102362,15,20
"Morbier au lait cru (29 % MG)","France",1,"Cheese",1499,29,18,1.7,23,0.590551181102362,15,20
"Fromage pour Raclette","France",1,"Cheese",1486,29,19,1.6,24,0.551181102362205,15,20
"Raclette assortiment gourmand (29% MG)","France",0,"Cheese",1486,29,18,1.6,23,0.511811023622047,14,19
"Fromage à raclette assortiment poivre - lait cru - moutarde","France",0,"Cheese",1514,30,19,1.5,24,0.551181102362205,15,20
"Assiette pour raclette au lait cru (31 % MG)","France",0,"Cheese",1557,31,18,1.5,24,0.511811023622047,14,19
"Assiette pour raclette trois saveurs","France",3,"Cheese",1454,28,18,1.3,24,0.590551181102362,15,20
"Fromage pour Raclette au lait cru (28% MG)","France",0,"Cheese",1418,28,19,1,22,0.590551181102362,15,20
"Tomme jurassienne aux truffes","France",0,"Cheese",1474,29,19,2,23,0.551181102362205,15,20
"Morbier AOP Grand Affinage","France",1,"Cheese",1499,29,18,1.7,23,0.590551181102362,15,20
"Véritable saucisson cuit de Lyon nature","France",2,"Processed meat",1301,28,11,0.6,15,0.748031496062992,21,21
"Ossau Iraty pur brebis","France",1,"Cheese",1707,36,22.8,0.1,22.6,0.708661417322835,17,22
"Biscuiterie Joubard - Galettes beurres nappées cacao","France",4,"Biscuits and cakes",2088,23.8,17.4,67,5.3,0.236220472440945,25,25
"Les Florentins ® Chocolat Lait & Caramel au beurre salé","France",2,"Biscuits and cakes",2190,30,14.6,61.5,6.92,16.2,31,31
"Les Florentins ® BIO Chocolat noir","France",0,"Biscuits and cakes",2036,25.9,13.6,59.9,7,0.196850393700787,27,27
"Les tartelettes à la framboise","France",6,"Biscuits and cakes",1802,13.7,9.2,71.7,4,0.0196850393700787,21,21
"Les Tartelettes Cerise noire","France",5,"Biscuits and cakes",1823,15.5,10,68.6,4.1,0.0354,22,22
"Lunettes de Romans à la Fraise","France",6,"Biscuits and cakes",1870,15.4,12,69.7,6.1,0.078740157480315,21,21
"Petit Beurre au chocolat noir","France",3,"Biscuits and cakes",2093,26.8,16.9,55.9,6.9,0.192913385826772,19,19
"Petit-Déjeuner miel-chocolat","France",4,"Biscuits and cakes",1988,18.8,9.1,67.3,7.7,0.248031496062992,18,18
"Cookies pépites de chocolat","France",4,"Biscuits and cakes",2092,25.1,12.8,59,7.6,0.166,18,18
"Sablés caramel au sel de Guérande","France",3,"Biscuits and cakes",1967,19.1,6.2,66.5,7,0.181102362204724,17,17
"Petits filous panachés","Other",1,"Cheese",398,2.3,1.6,12.3,3.3,0.0472,2,2
"Fromage Blanc Calin 0% mat. Gr.","France",0,"Cheese",219,0.1,0.06,5.5,7.3,0.08,-3,-3
"Calin Nature 0%","France",0,"Cheese",218,0.1,0.04,5,7.4,0.0591,-3,-3
"Petits Filous tub's (3 Fraises, 3 Framboises, 3 Pêches)","France",3,"Cheese",442,2.8,1.9,14.9,4.9,0.047244094488189,2,2
"Petit Yoplait","Other",0,"Cheese",364,3.8,2.5,4.1,9,0.0511811023622047,-2,-2
"Calin","France",0,"Cheese",326,3.2,2.2,5,6.9,0.15,0,0
"Câlin","Other",0,"Cheese",326,3.2,2.2,5,6.9,0.0590551181102362,-1,-1
"Calin + (0% M.G.)","France",0,"Cheese",221,0.1,0.1,5.1,7.4,0.0590551181102362,-3,-3
"Mozzarella (22% MG) - 150 g - Les Fromagers de Ste Colombe","France",1,"Cheese",1250,22,15,0,27.5,0.5,13,18
"Edam en tranches","France",1,"Cheese",1329,24,16,1,25,0.866,17,22
"Pâté de Campagne","France",1,"Processed meat",1021,21,9.3,0.5,12.4,0.551181102362205,18,18
"Pâté basque au piment d'Espelette","France",1,"Processed meat",991,20.3,7.96,1.1,12.8,0.602362204724409,15,15
"Chaource","France",0,"Cheese",1211,22,16.8,1,18,0.709,15,20
"3 babas au rhum","France",3,"Biscuits and cakes",1097,4.9,2.1,50.5,2.7,0.125196850393701,15,15
"Gaufres patissières","France",5,"Biscuits and cakes",1935,25,3,53,8,0.354330708661417,17,17
"Madeleines aux pépites de chocolat","France",10,"Biscuits and cakes",1858,20.2,8.4,58.6,6.2,0.326771653543307,20,20
"Rosette de Lyon","France",1,"Processed meat",1655,32,13,1,26,1.69291338582677,24,24
"Pavé Traditionnel ","France",2,"Processed meat",1577,30,12,1,26,1.73228346456693,24,24
"Saucisse sèche","Other",1,"Processed meat",1828,34,13.7,1,31,1.81102362204724,25,25
"Saucisse sèche d'Auvergne ","France",1,"Processed meat",1985,39,15.4,1,31,1.77165354330709,25,25
"Prosciutto d'Italia","France",1,"Processed meat",997,13,5.2,0.5,25,2.16535433070866,17,17
"Charles VII pur beurre","France",3,"Biscuits and cakes",1910,15,8.8,70,8.9,0.271653543307087,19,19
"Véritable andouille de Guémené à l'ancienne","France",0,"Processed meat",1046,20,9.6,0,18,1.14173228346457,22,22
"Andouille de Vire Faite Main à l'Ancienne","France",0,"Processed meat",1046,20,9.6,0,18,1.14173228346457,22,22
"Andouille Pur Porc","France",0,"Processed meat",1046,20,9.6,0,18,1.14173228346457,22,22
"Toastichaud","France",3,"Cheese",1188,18,10,15,15,0.826771653543307,16,21
"Emmental Bio (32 % MG)","France",0,"Cheese",1674,32,21,0,28,0.2,11,16
"2 Pancakes vanille","France",4,"Biscuits and cakes",1340,11.2,2.15,46.2,7.62,0.378,11,11
"L'Affiné au Chablis (22% MG)","France",0,"Cheese",1103,22,14,0.7,16,0.669291338582677,15,20
"Langres sélection crémier (23% MG)","France",1,"Cheese",1155,23,15,1.5,16,0.62992125984252,14,19
"Far Breton Pruneaux","France",1,"Biscuits and cakes",1041,5.5,3.4,43,5.1,0.078740157480315,9,9
"Kouign Amann Façon Mignardises","France",0,"Biscuits and cakes",1686,15.1,10.7,60.5,5,0.31496062992126,22,22
"Kouign Chocolat Façon Mignardises","France",1,"Biscuits and cakes",1751,16.7,11.4,60.3,5.2,0.236220472440945,22,22
"Croquants de Bretagne","France",0,"Biscuits and cakes",2016,20.4,14.5,65.1,9,0,22,22
"Fromage au lait pasteurisé &quot;Le Vicaire&quot; (23 % MG)","France",0,"Cheese",1174,23,16.2,1,18,0.590551181102362,14,19
"Saucisse sèche courbe Sélection","France",4,"Processed meat",1884,37,14,1.3,29,1.92913385826772,25,25
"Sélection","France",2,"Processed meat",1879,37,14,1,29,1.92913385826772,25,25
"Saucisse Sèche Courbe","France",4,"Processed meat",1884,37,14,1.3,29,1.92913385826772,25,25
"Canistrelli aux Amandes","France",2,"Biscuits and cakes",2008,19.4,1.69,67.5,6.9,0.263779527559055,14,14
"Canistrelli aux amandes","France",2,"Biscuits and cakes",2008,19.4,9.11,67.5,6.9,0.263779527559055,22,22
"Canistrelli aux amandes ","France",2,"Biscuits and cakes",1635,14.55,1.56,54.77,8.49,0.0984251968503937,11,11
"Quart de Vieux Lille","France",0,"Cheese",1240,28,17,0.5,22.6,1.69,18,23
"Crème de Maroilles (24% MG)","France",3,"Cheese",1109,24,14,0.5,13,1.02362204724409,18,23
"Le Pavé de l'Helpe affiné à la bière de Jenlain (26% MG)","France",0,"Cheese",1420,26,17,0.5,22.6,0.866141732283465,18,23
"Broyé du poitou","France",0,"Biscuits and cakes",2075,23.09,12.15,66.23,5.58,0.0901574803149606,22,22
"Saucisses au Choix Nature Dauphinoises","France",4,"Processed meat",1069,19,7.9,2.3,13,0.590551181102362,16,16
"Salami Danois fumé","France",3,"Processed meat",1804,42,17,0.5,14.2,1.5748031496063,25,25
"Jambon cuit supérieur avec couenne","France",1,"Processed meat",545,5.4,2.4,0.8,20,0.905511811023622,13,13
"Jambon cuit supérieur avec couenne","France",1,"Processed meat",544,5.4,2.4,0.8,20,0.906,13,13
"Rocamadour","France",0,"Cheese",1132,22,17,0.7,18,0.47244094488189,13,18
"Cervelas 10 tranches","France",8,"Processed meat",1319,29.9,11,1.6,11.4,0.826771653543307,22,22
"Emmental Français Râpé (29 % MG)","France",0,"Cheese",1532,29,19,0,27,0.276,12,17
"Fromage blanc nature 3%","France",0,"Cheese",291,3,2,4.1,6.5,0.0511811023622047,-3,-3
"Chipolatas Supérieures Nature ","France",5,"Processed meat",964,18,7,1.3,16,0.669291338582677,15,15
"Merguez Bœuf & Mouton","France",6,"Processed meat",1223,25,12.6,2.9,14.6,0.688976377952756,20,20
"Saucisses de Toulouse","France",6,"Processed meat",1200,25,9.6,2.4,13.8,0.669291338582677,19,19
"Mozzarella (19% MG)","France",0,"Cheese",975,19,13,0,16,0.216535433070866,9,14
"fromage de chèvre","France",0,"Cheese",1211,24,17,0,19,0.590551181102362,14,19
"Le Crémeux (31 % MG)","France",0,"Cheese",1444,31,22,1.4,16,0.51,14,19
"Pointe de Brie (32 % MG)","France",0,"Cheese",1473,32,22,0,17,0.511811023622047,14,19
"Blanc de mousse","France",1,"Cheese",584,11,7.2,3.8,6.6,0.0315,4,4
"Emmenthal râpé bio","France",0,"Cheese",1526,28,19,1.8,27,0.346456692913386,12,17
"Grana Padano AOP râpé (28% MG)","France",1,"Cheese",1597,28,18,0,33,0.591,15,20
"Coeur fondant au chocolat noir","France",1,"Biscuits and cakes",1465,17,10,41,6.7,0.0511811023622047,15,15
"Jambon supérieur découenné dégraissé","France",3,"Processed meat",485,3,1,1,21,0.551181102362205,2,2
"Saucisson à l'ail","France",6,"Processed meat",1098,22,8.6,0.7,16,0.708661417322835,18,18
"Bacon fumé","France",3,"Processed meat",553,4,1.6,0.8,23,1.18110236220472,12,12
"Blanc de Poulet, Doré au Four (4 tranches)","France",3,"Processed meat",441,1,0.2,1.5,22,0.708661417322835,3,3
"Parmigiano Reggiano","France",0,"Cheese",1671,30,20,0,32,0.62992125984252,15,20
"Parmigiano Reggiano en copeaux","France",0,"Cheese",1618,28,19,0,33,0.63,15,20
"Saint-Marcellin au lait cru","France",0,"Cheese",1138,23,18,0.9,16,0.63,14,19
"Roquefort ","France",0,"Cheese",1453,31,20,0,18,1.47637795275591,19,24
"Emmental Français Râpé (29 % MG) ","France",0,"Cheese",1532,29,19,0,27,0.276,12,17
"Fromage à tartiner nature","France",0,"Cheese",932,21,15,3.2,5.9,0.326771653543307,12,15
"Fromage à Tartiner, Ail & Fines Herbes (24 % MG)","France",0,"Cheese",1040,24,17,3,6,0.472,15,18
"Brique au lait de vache (32 % MG)","France",0,"Cheese",1473,32,23,1,16,0.547244094488189,15,20
"Raclette en tranches","France",4,"Cheese",1362,26,17,0.5,23,0.748,17,22
"Emmental français (29 % MG)","France",0,"Cheese",1532,29,21,0,27,0.236220472440945,11,16
"Bleu d'Auvergne (30% MG)","France",1,"Cheese",1434,30,21,0,20,1.10236220472441,19,24
"Quatre-quarts","France",4,"Biscuits and cakes",1822,24,15,48,6,0.551181102362205,27,27
"Comté AOP (35 % MG)","France",0,"Cheese",1770,35,23,0,27,0.322834645669291,13,18
"Crottin de Chèvre Monoprix","France",0,"Cheese",1208,23,17,2,19,0.62992125984252,14,19
"Saucisson sec","France",2,"Processed meat",1502,28,11,2.4,25,1.73228346456693,24,24
"Jambon sec","France",1,"Processed meat",994,14,6.6,0,28,2.01,18,18
"Allumettes de Lardons Fumées","France",2,"Processed meat",1053,20,7.9,1.4,17,1.22047244094488,20,20
"Fromage 100% brebis","France",0,"Cheese",1137,23,16,0.8,16,1.10236220472441,18,23
"Mozzarella di Buffala campana","France",0,"Cheese",1089,23,17,1,13,0.31,11,16
"Cantal Entre-Deux AOP au lait cru (30 % MG)","France",0,"Cheese",1544,30,20,0.5,25,0.787,17,22
"Ossau-iraty","France",0,"Cheese",1669,33,21,0.5,25,0.67,16,21
"Camembert au lait pasteurisé (21 % MG) ","France",0,"Cheese",1100,21,15,0.1,19,0.492125984251968,13,18
"Comté râpé affinage 4 mois minimum","France",0,"Cheese",1715,34,22,0,26,0.31496062992126,13,18
"Feta AOP (24% MG) affinée en fût - 200 g - Monoprix Gourmet","France",0,"Cheese",1160,24,16,0,16,1.2,18,23
"Jambon supérieur sans couenne 25% de sel en moins","France",2,"Processed meat",506,3.6,1.3,0.9,21,0.551181102362205,3,3
"Comté AOP au lait cru (34 % MG)","France",0,"Cheese",1734,34,21,0,28,0.327,13,18
"Camembert de Normandie AOP (22% MG) au lait cru ","France",0,"Cheese",1154,22,14,0,20,0.708661417322835,15,20
"4 Mini-Moelleux au chocolat Monoprix bio","France",2,"Biscuits and cakes",1838,25,6.9,47,5.6,0.05,15,15
"Fromage blanc Nature 0%","France",0,"Cheese",194,0,0,4.1,7.3,0.0511811023622047,-4,-4
"Parmigiano Reggiano AOP râpé (28% MG) - 70 g - Monoprix","France",0,"Cheese",1612,28,21,0,33,0.65,16,21
"Feta AOP (24% MG) Nature en dés - 130 g - Monoprix","France",0,"Cheese",1160,24,15,0,16,1.2,18,23
"Mimolette en tranches","France",1,"Cheese",1276,23,17,0,25,0.826771653543307,17,22
"Mozzarella","France",0,"Cheese",1070,19,13,1.6,20,0.354330708661417,11,16
"Comté AOP (35 % MG)","France",0,"Cheese",1754,35,23,0,27,0.323,13,18
"6 Gauffres au Miel Bio Monoprix","France",2,"Biscuits and cakes",1807,13,5.9,74,4,0.39,19,19
"4 Saucisses de Francfort","France",1,"Processed meat",1103,22,7.7,1,16,0.826771653543307,19,19
"Financiers aux Amandes Monoprix bio","France",1,"Biscuits and cakes",1939,28,13,43,9.2,0.13,21,21
"Blanc de Dinde (6 Tranches)","France",2,"Processed meat",424,0.9,0.2,1,22,0.748031496062992,4,4
"Le Crémeux (30 % MG)","France",0,"Cheese",1390,30,21,1.4,15,0.54,14,19
"Saint-Félicien au lait cru","France",0,"Cheese",1246,27,19,0.5,14,0.63,14,19
"Génoises fourrées à la framboise","France",7,"Biscuits and cakes",1623,11,6.2,67,3.1,0.0748,16,16
"Génoises fourrage à l'orange nappées de chocolat noir","France",8,"Biscuits and cakes",1610,10.4,5.6,67.2,3.2,0.063,15,15
"Petits Beurre Croustillant Tablette de Chocolat au Lait","France",5,"Biscuits and cakes",2060,22,14,67,6.3,0.236220472440945,26,26
"Petits beurre croustillants tablette de chocolat au lait","France",5,"Biscuits and cakes",2060,22,14,67,6.3,0.236220472440945,26,26
"Biscuits petit déjeuner 5 céréales et pépites de chocolat","France",4,"Biscuits and cakes",1981,20,9.4,63,7.3,0.334645669291339,18,18
"Tuiles aux amandes effilées","France",0,"Biscuits and cakes",2070,18,4.7,74,7.1,0.00787,19,19
"Cigarettes gourmandes","France",1,"Biscuits and cakes",2225,28,16,64,5.4,0.1,23,23
"Palmiers feuilletés et dorés","France",4,"Biscuits and cakes",2212,28,16,62,6.2,0.4,22,22
"Crêpes dentelle","France",2,"Biscuits and cakes",1889,13,9.5,76,6,0.53,25,25
"Palets bretons pur beurre","France",2,"Biscuits and cakes",2117,26,18,61,6,0.4,23,23
"Terrine de canard à l'échalote ","France",0,"Processed meat",1129,24,9.1,0.7,13,0.47,16,16
"6 Barres croustillantes riz et blé complet aux pépites de chocolat Monoprix","France",1,"Biscuits and cakes",1679,7,3.3,73,8.6,0.45,15,15
"Goûters fourrées Goût Chocolat riches en céréales","France",4,"Biscuits and cakes",1991,18,10,70,6.3,0.188976377952756,18,18
"Barquettes choco-noisettes","France",5,"Biscuits and cakes",2046,23,2.8,62,6.9,0.11,15,15
"Biscuits Petit Déjeuner 5 Céréales Abricots, Amandes & Pépites de Chocolat","France",5,"Biscuits and cakes",1978,20,8.6,63,7.3,0.318897637795276,17,17
"Sablés céréales chocolat au lait","France",4,"Biscuits and cakes",2077,23,12,64,6.6,0.318897637795276,21,21
"Amandier sans gluten","France",0,"Biscuits and cakes",1936,28,9.6,40,11,0.0512,15,15
"rillettes 100% canard","France",0,"Processed meat",1561,33,11,0,20,0.4,18,18
"6 Barres céréales Amandes et noisettes","France",3,"Biscuits and cakes",1778,14,1.3,63,8.8,0.19,7,7
"6 Barres céréales Pépites de chocolat Monoprix","France",3,"Biscuits and cakes",1817,15,5.2,65,6.7,0.14,12,12
"6 Barres céréales Pomme Verte Monoprix","France",3,"Biscuits and cakes",1616,6.4,0.7,74,5,0.19,7,7
"6 Barres céréales Noix de coco sur lit de chocolat au lait Monoprix","France",3,"Biscuits and cakes",1835,16,8.8,65,6.3,0.15,15,15
"Petit beurre 48 % de chocolat noir","France",3,"Biscuits and cakes",2094,24,15,62,7.3,0.208661417322835,21,21
"Petit beurre 5 céréales","France",3,"Biscuits and cakes",1904,16,9.5,66,9,0.433070866141732,17,17
"Goûter fourrés Cacao","France",4,"Biscuits and cakes",2014,19,5.4,67,8.6,0.228346456692913,16,16
"Galettes bretonnes pur beurre","France",1,"Biscuits and cakes",2051,21,13,68,6,0.4,23,23
"Marbré au chocolat","France",7,"Biscuits and cakes",1773,22,2.2,50,5.7,0.358267716535433,15,15
"Galettes suédoises chocolat crousrillants aux flocons d'avoine","France",4,"Biscuits and cakes",2117,26,15,61,5,0.248031496062992,23,23
"Petits Déj' muesli pépites de chocolat","France",2,"Biscuits and cakes",2044,22,10,62,8,0.118110236220472,16,16
"Bouchées au citron","France",2,"Biscuits and cakes",1795,23,12,48,7.5,0.0984,22,22
"Fondants au chocolat aux éclats d'amandes et noix de pécan","France",5,"Biscuits and cakes",1941,27,14,46,7.7,0.0748031496062992,17,17
"Bouchées aux noisettes","France",3,"Biscuits and cakes",1890,26,15,46,7.2,0.2,21,21
"Petits financiers aux amandes - 14 mini pâtisseries","France",3,"Biscuits and cakes",2001,28,15,47,9.1,0.2,24,24
"10 Knacks Pure Volaille Fumées au Bois de Hêtre","France",3,"Processed meat",1155,24,6.3,0.7,15,0.551181102362205,15,15
"Ricotta","France",0,"Cheese",520,9,6.3,3,8,0.0984,4,4
"Financiers aux Amandes Bio Monoprix","France",1,"Biscuits and cakes",1939,28,13,43,9.2,0.13,21,21
"Mozzarella di Bufala Campana","France",0,"Cheese",1044,21,14,0.7,15,0.37007874015748,12,17
"Pecorino râpé","France",0,"Cheese",1623,31,21,0,28,1.8,19,24
"Jambon de Bayonne","France",1,"Processed meat",1079,15,6.9,0.8,30,2.01,19,19
"Pain d'épices pur miel","France",1,"Biscuits and cakes",1308,1,0.5,70,4.2,0.511811023622047,16,16
"BLEU Monoprix","France",1,"Cheese",1453,31,22,1,17,0.708661417322835,16,21
"Saucisse de morteau","France",1,"Processed meat",1306,27.4,11,1.1,16.1,0.8,21,21
"Jambon supérieur sans couenne 25% de sel en moins","France",2,"Processed meat",465,3,1.1,0.8,20,0.56,3,3
"Cheddar extra-mature","France",0,"Cheese",1720,35,22,0,25,0.709,17,22
"Petit Tendre","France",4,"Biscuits and cakes",1868,11,1,77,7.5,0.35,9,9
"12 mini canelés","France",0,"Biscuits and cakes",1254,3.2,1.2,61,4.9,0.0393700787401575,13,13
"10 Mini Cakes aux Figues Bio Monoprix","France",1,"Biscuits and cakes",1687,18,8.1,50,8.2,0.14,16,16
"Biscuit Sablé Panda Goût Vanille Cacao (x 8)","France",0,"Biscuits and cakes",2001,20,13,68,6.2,0.125984251968504,21,21
"Lardons Nature (25 % de sel en moins)","France",3,"Processed meat",1009,19,6.6,1,17,0.748031496062992,17,17
"Cake anglais aux fruits tranché","France",9,"Biscuits and cakes",1488,11,1.2,58,4.7,0.15,12,12
"Shortbread","France",2,"Biscuits and cakes",2197,29,17,61,4.5,0.251968503937008,22,22
"Burrata au lait de vache (17% MG)","France",0,"Cheese",860,17,12,0.6,13,0.256,9,14
"Cookies noisettes et pépites de chocolat","France",2,"Biscuits and cakes",2067,25,11,59,6.5,0.137795275590551,19,19
"Cookies aux pépites de chocolat noir","France",2,"Biscuits and cakes",2035,23,14,61,6.6,0.216535433070866,19,19
"Jambon supérieur sans couenne 4 tranches","France",1,"Processed meat",528,4.3,1.6,0.7,21,0.708661417322835,4,4
"Jambon de Paris sans couenne","France",1,"Processed meat",460,3,1.1,1.5,19,0.62992125984252,3,3
"Jambon supérieure sans couenne 6 tranches","France",1,"Processed meat",528,4.3,1.6,0.7,21,0.709,4,4
"Jambon supérieur avec couenne 4 tranches","France",1,"Processed meat",589,6,2.2,0.6,21,0.62992125984252,4,4
"Cake citron et graines de pavot","France",4,"Biscuits and cakes",1471,15,9,47,6.1,0.11,19,19
"Cheesecake citron","France",7,"Biscuits and cakes",1129,14,6.8,31,4.4,0.0905511811023622,16,16
"Croustillant au Chocolat Noir","France",2,"Biscuits and cakes",1718,21,7,46,7.8,0.102362204724409,16,16
"Sablés graines et miel","France",2,"Biscuits and cakes",2094,24,4.3,63,6.6,0.106299212598425,17,17
"Panettone","France",2,"Biscuits and cakes",1456,11,7.4,55,5.9,0.181,19,19
"Jambon sec des Pyrénées","France",1,"Processed meat",1080,15,7,0,30,1.97,19,19
"Lardons Fumés (25 % de sel en moins)","France",4,"Processed meat",1009,19,6.6,1,17,0.748031496062992,17,17
"Tomme goût fumé","France",2,"Cheese",1505,28,18,1,25,0.590551181102362,15,20
"Jambon au torchon","France",3,"Processed meat",756,11,4.1,0.5,20,0.62992125984252,12,12
"Macarons aux Amandes Sans Gluten","France",0,"Biscuits and cakes",1961,24,2,49,12,0.0393700787401575,11,11
"Fromage frais de chèvre Nature","France",0,"Cheese",793,15,11,2,12,0.393700787401575,11,16
"Madeleines Coquilles aux oeufs frais","France",5,"Biscuits and cakes",1886,24,2.2,53,5.7,0.307086614173228,15,15
"Cookies moelleux","France",5,"Biscuits and cakes",1983,22,14,62,5.3,0.15748031496063,19,19
"Cookies moelleux aux morceaux de chocolat et noix de pécan caramélisées","France",6,"Biscuits and cakes",2077,26,13,59,5.1,0.122047244094488,20,20
"Biscuits pépites de chocolat & quinoa","France",3,"Biscuits and cakes",1978,17,7,70,7.9,0.21259842519685,14,14
"Rillettes du Mans de Porc Fermier Français Label Rouge","France",0,"Processed meat",1620,36,14,0,18,0.511811023622047,19,19
"Rillettes du Mans","France",0,"Processed meat",1640,28,14,1,18,0.511811023622047,19,19
"Camembert au lait pasteurisé Bio (20 % MG)  ","France",0,"Cheese",1210,20,15,1,20,0.669291338582677,15,20
"L'Ami du Chambertin","France",0,"Cheese",1206,25,18,1.9,16,0.877952755905512,17,22
"Saint Vincent (25% MG)","France",0,"Cheese",1206,25,18,1.9,16,0.877952755905512,17,22
"Saveur d'Antan (20% MG)","France",0,"Cheese",1046,20,13,0.1,18,0.551181102362205,14,19
